              t                   y
              0      0.009900990099
     0.00390625       0.01376002796
      0.0078125       0.01759807236
     0.01171875       0.02140926765
       0.015625       0.02518779914
     0.01953125       0.02892790198
      0.0234375       0.03262386996
     0.02734375        0.0362700642
        0.03125       0.03986092175
     0.03515625       0.04339096409
      0.0390625       0.04685480549
     0.04296875       0.05024716122
       0.046875       0.05356285562
     0.05078125       0.05679682998
      0.0546875       0.05994415028
     0.05859375       0.06300001469
         0.0625       0.06595976093
     0.06640625       0.06881887336
      0.0703125       0.07157298987
     0.07421875       0.07421790856
       0.078125        0.0767495941
     0.08203125       0.07916418395
      0.0859375        0.0814579942
     0.08984375       0.08362752521
        0.09375       0.08566946698
     0.09765625       0.08758070413
      0.1015625       0.08935832073
     0.10546875       0.09099960469
       0.109375       0.09250205192
     0.11328125       0.09386337017
      0.1171875        0.0950814825
     0.12109375       0.09615453045
          0.125       0.09708087688
     0.12890625       0.09785910848
      0.1328125       0.09848803792
     0.13671875       0.09896670565
       0.140625       0.09929438138
     0.14453125       0.09947056516
      0.1484375       0.09949498821
     0.15234375       0.09936761326
        0.15625       0.09908863464
     0.16015625       0.09865847798
      0.1640625       0.09807779958
     0.16796875       0.09734748536
       0.171875       0.09646864956
     0.17578125       0.09544263299
      0.1796875       0.09427100104
     0.18359375       0.09295554125
         0.1875       0.09149826059
     0.19140625       0.08990138242
      0.1953125       0.08816734307
     0.19921875       0.08629878814
       0.203125       0.08429856845
     0.20703125        0.0821697357
      0.2109375       0.07991553784
     0.21484375       0.07753941404
        0.21875       0.07504498953
     0.22265625       0.07243607002
      0.2265625       0.06971663589
     0.23046875       0.06689083613
       0.234375       0.06396298205
     0.23828125        0.0609375406
      0.2421875       0.05781912767
     0.24609375       0.05461250098
           0.25       0.05132255281
     0.25390625        0.0479543026
      0.2578125       0.04451288924
     0.26171875       0.04100356323
       0.265625       0.03743167871
     0.26953125       0.03380268524
      0.2734375       0.03012211952
     0.27734375       0.02639559694
        0.28125         0.022628803
     0.28515625       0.01882748464
      0.2890625       0.01499744146
     0.29296875       0.01114451692
       0.296875      0.007274589355
     0.30078125      0.003393563059
      0.3046875    -0.0004926407444
     0.30859375     -0.004378092933
         0.3125     -0.008256865532
     0.31640625      -0.01212304076
      0.3203125      -0.01597072004
     0.32421875      -0.01979403304
       0.328125      -0.02358714658
     0.33203125      -0.02734427356
      0.3359375       -0.0310596818
     0.33984375      -0.03472770276
        0.34375      -0.03834274018
     0.34765625      -0.04189927867
      0.3515625      -0.04539189205
     0.35546875      -0.04881525172
       0.359375      -0.05216413469
     0.36328125      -0.05543343163
      0.3671875      -0.05861815462
     0.37109375      -0.06171344477
          0.375      -0.06471457966
     0.37890625      -0.06761698049
      0.3828125      -0.07041621912
     0.38671875      -0.07310802478
       0.390625      -0.07568829064
     0.39453125      -0.07815308001
      0.3984375      -0.08049863241
     0.40234375      -0.08272136926
        0.40625      -0.08481789937
     0.41015625      -0.08678502409
      0.4140625      -0.08861974222
     0.41796875      -0.09031925454
       0.421875      -0.09188096813
     0.42578125      -0.09330250033
      0.4296875      -0.09458168231
     0.43359375      -0.09571656244
         0.4375      -0.09670540926
     0.44140625       -0.0975467141
      0.4453125      -0.09823919339
     0.44921875      -0.09878179063
       0.453125      -0.09917367799
     0.45703125      -0.09941425756
      0.4609375       -0.0995031623
     0.46484375      -0.09944025657
        0.46875      -0.09922563634
     0.47265625      -0.09885962906
      0.4765625      -0.09834279313
     0.48046875       -0.0976759171
       0.484375      -0.09686001839
     0.48828125      -0.09589634181
      0.4921875      -0.09478635764
     0.49609375      -0.09353175935
            0.5      -0.09213446107
     0.50390625      -0.09059659463
      0.5078125      -0.08892050634
     0.51171875      -0.08710875338
       0.515625       -0.0851640999
     0.51953125      -0.08308951285
      0.5234375      -0.08088815738
     0.52734375      -0.07856339207
        0.53125      -0.07611876379
     0.53515625      -0.07355800225
      0.5390625      -0.07088501438
     0.54296875      -0.06810387832
       0.546875       -0.0652188372
     0.55078125      -0.06223429268
      0.5546875      -0.05915479824
     0.55859375      -0.05598505222
         0.5625      -0.05272989066
     0.56640625      -0.04939427989
      0.5703125      -0.04598330902
     0.57421875      -0.04250218211
       0.578125      -0.03895621026
     0.58203125      -0.03535080352
      0.5859375      -0.03169146258
     0.58984375      -0.02798377046
        0.59375      -0.02423338392
     0.59765625      -0.02044602488
      0.6015625      -0.01662747164
     0.60546875      -0.01278355012
       0.609375     -0.008920124933
     0.61328125     -0.005043090445
      0.6171875      -0.00115836179
     0.62109375      0.002728134159
          0.625      0.006610467836
     0.62890625       0.01048271602
      0.6328125       0.01433897089
     0.63671875         0.018173349
       0.640625       0.02198000031
     0.64453125       0.02575311706
      0.6484375       0.02948694268
     0.65234375       0.03317578051
        0.65625       0.03681400255
     0.66015625       0.04039605803
      0.6640625       0.04391648185
     0.66796875       0.04736990295
       0.671875       0.05075105252
     0.67578125       0.05405477197
      0.6796875       0.05727602087
     0.68359375       0.06040988461
         0.6875        0.0634515819
     0.69140625       0.06639647207
      0.6953125       0.06924006215
     0.69921875       0.07197801371
       0.703125        0.0746061495
     0.70703125       0.07712045982
      0.7109375       0.07951710862
     0.71484375       0.08179243937
        0.71875       0.08394298062
     0.72265625       0.08596545135
      0.7265625       0.08785676588
